Project,Date,Block,Treatment,Transect,Plot,Species,Cover class,Cover value
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,6,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,6,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,6,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,BRYO,5,85
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,ERCO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,7,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,8,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,8,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,8,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,8,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,8,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,ASAG,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,LILE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,9,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,ALCE,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,ANMI,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,BRYO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,COUM,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,ERCO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,15,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,ANMI,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,ARFR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,22,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,BRYO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,CAPE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,ERCO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,LITT,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,PEPR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,31,ZIVE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,ANMI,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,ASMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,32,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,ARCA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,ASMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,BRYO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,39,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,ANDI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,BRYO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,LITT,2,15
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,LOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",1,Control,5,44,SOIL,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,10,FECE,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,10,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,10,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,10,POJU,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,10,POPR,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,18,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,18,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,18,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,18,POPR,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,ARFR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,HECO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,POJU,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,PSSP,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,21,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,POJU,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,POPR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,PSSP,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,22,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,POJU,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,POPR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,26,PSSP,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,BIOS,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,LITT,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,PSSP,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,27,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,POPR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,30,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,BRYO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,KOMA,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,43,SOIL,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,BRYO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,FECE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,KOMA,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,46,SOIL,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,ANMI,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,BRYO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,KOMA,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,LITT,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,1,47,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,0,HECO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,0,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,0,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,1,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,1,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,1,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,1,POJU,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,14,ARFR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,14,HECO,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,14,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,14,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,14,POPR,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,POJU,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,POPR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,18,PSSP,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,19,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,19,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,19,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,19,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,19,POJU,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,22,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,22,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,22,POPR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,22,PSSP,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,HECO,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,POJU,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,POSE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,23,PSSP,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,25,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,25,HECO,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,25,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,25,LITT,6,97.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,25,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,ALCE,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,ARFR,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,BIOS,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,LITT,4,62.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,35,POJU,2,15
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,ANMI,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,HECO,3,37.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,LITT,5,85
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,POJU,1,2.5
OK Ranch Biosolids Resample,"June 21, 2016",2,Biosolids,2,40,SOIL,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,FECE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,POJU,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,5,SIAL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,6,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,6,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,6,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,6,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,6,POJU,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,ALCE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,BRYO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,POJU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,POSE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,14,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,BIOS,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,KOMA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,POJU,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,17,POSE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,ARFR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,BIOS,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,KOMA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,PSSP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,35,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,BIOS,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,KOMA,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,POJU,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,36,PSSP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,ALCE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,ASAG,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,POJU,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,PSSP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,40,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,ALCE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,KOMA,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,POJU,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,42,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,45,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,45,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,45,POJU,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,45,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,45,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,ALCE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,HECO,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,PSSP,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,3,48,TAOF,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,1,HECO,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,1,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,1,SIAL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,2,ASAG,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,2,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,2,FECE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,2,HECO,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,2,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,5,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,5,LITT,6,97.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,5,POJU,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,11,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,11,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,11,POJU,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,11,PSSP,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,11,SOIL,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,ARFR,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,POJU,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,POSE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,PSSP,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,12,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,ACMI,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,FECE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,HECO,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,LITT,4,62.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,POJU,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,POPR,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,14,SOIL,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,18,BIOS,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,18,HECO,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,18,LITT,5,85
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,18,POJU,3,37.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,18,POSE,2,15
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,21,ALCE,1,2.5
OK Ranch Biosolids Resample,"June 22, 2016",2,Biosolids,4,21,HECO,4,62.5
